Идентификатор,Логин,Имя,Оболочка,Домашняя директория
838,andrea_hernandez_838,Andrea Hernandez,/bin/ion,/home/andrea_hernandez_838
9723,phillip_roy_9723,Phillip Roy,/bin/elvish,/home/phillip_roy_9723
2659,melanie_chen_2659,Melanie Chen,/bin/eshell,/home/root
7521,john_bernard_dvm_7521,John Bernard DVM,/bin/oh,/home/john_bernard_dvm_7521
2872,seth_wong_2872,Seth Wong,/bin/rc,/home/seth_wong_2872
7471,chloe_jones_7471,Chloe Jones,/bin/csh,/home/chloe_jones_7471
3727,roger_castaneda_3727,Roger Castaneda,/bin/xonsh,/home/roger_castaneda_3727
643,kevin_wyatt_643,Kevin Wyatt,/bin/sh,/home/kevin_wyatt_643
856,brian_rodriguez_856,Brian Rodriguez,/bin/fish,/home/brian_rodriguez_856
4030,sarah_estrada_4030,Sarah Estrada,/bin/oil,/home/sarah_estrada_4030
708,gloria_chang_708,Gloria Chang,/bin/oil,/home/gloria_chang_708
7151,harry_kelly_7151,Harry Kelly,/bin/ksh,/home/harry_kelly_7151
7,antonio_valdez_7,Antonio Valdez,/bin/fish,/home/antonio_valdez_7
4303,ms._felicia_hunt_4303,Ms. Felicia Hunt,/bin/eshell,/home/ms._felicia_hunt_4303
1570,matthew_robertson_1570,Matthew Robertson,/bin/bash,/home/matthew_robertson_1570
8796,donna_carroll_8796,Donna Carroll,/bin/elvish,/home/donna_carroll_8796
4921,cynthia_livingston_4921,Cynthia Livingston,/bin/eshell,/home/cynthia_livingston_4921
3229,kari_lee_3229,Kari Lee,/bin/dash,/home/kari_lee_3229
412,juan_warren_412,Juan Warren,/bin/zsh,/home/juan_warren_412
1782,taylor_graham_1782,Taylor Graham,/bin/eshell,/home/taylor_graham_1782
382,laurie_hill_382,Laurie Hill,/bin/rc,/home/laurie_hill_382
1867,sergio_phillips_1867,Sergio Phillips,/bin/eshell,/home/sergio_phillips_1867
6412,robert_lewis_6412,Robert Lewis,/bin/fish,/home/robert_lewis_6412
8542,christopher_rodriguez_8542,Christopher Rodriguez,/bin/oh,/home/christopher_rodriguez_8542
4040,ronald_nelson_4040,Ronald Nelson,/bin/csh,/home/ronald_nelson_4040
8227,michael_hawkins_8227,Michael Hawkins,/bin/oil,/home/michael_hawkins_8227
2678,erika_sloan_2678,Erika Sloan,/bin/bash,/home/erika_sloan_2678
8886,rebecca_hill_8886,Rebecca Hill,/bin/rc,/home/rebecca_hill_8886
2615,jessica_leon_2615,Jessica Leon,/bin/bash,/home/jessica_leon_2615
3835,justin_jones_3835,Justin Jones,/bin/tcsh,/home/justin_jones_3835
211,charles_hernandez_211,Charles Hernandez,/bin/sh,/home/charles_hernandez_211
602,christopher_gardner_602,Christopher Gardner,/bin/ksh,/home/christopher_gardner_602
9010,melvin_moore_9010,Melvin Moore,/bin/tcsh,/home/melvin_moore_9010
1895,kenneth_briggs_1895,Kenneth Briggs,/bin/dash,/home/root
4958,justin_fowler_4958,Justin Fowler,/bin/oh,/home/justin_fowler_4958
5815,edward_briggs_5815,Edward Briggs,/bin/bash,/home/edward_briggs_5815
7251,michael_davis_7251,Michael Davis,/bin/oh,/home/root
7267,carla_robinson_7267,Carla Robinson,/bin/fish,/home/carla_robinson_7267
4366,david_douglas_4366,David Douglas,/bin/bash,/home/david_douglas_4366
2563,virginia_frost_2563,Virginia Frost,/bin/elvish,/home/virginia_frost_2563
6605,debra_carroll_6605,Debra Carroll,/bin/eshell,/home/debra_carroll_6605
7388,beth_ware_7388,Beth Ware,/bin/sh,/home/root
4897,travis_perez_4897,Travis Perez,/bin/ksh,/home/root
1693,michael_tucker_1693,Michael Tucker,/bin/fish,/home/michael_tucker_1693
564,nicole_castro_564,Nicole Castro,/bin/elvish,/home/nicole_castro_564
4663,david_peterson_4663,David Peterson,/bin/sh,/home/david_peterson_4663
8584,kathleen_torres_8584,Kathleen Torres,/bin/tcsh,/home/kathleen_torres_8584
5848,lori_richards_5848,Lori Richards,/bin/dash,/home/lori_richards_5848
5830,tracy_smith_5830,Tracy Smith,/bin/ksh,/home/tracy_smith_5830
8124,troy_walters_8124,Troy Walters,/bin/dash,/home/troy_walters_8124
8030,travis_campbell_md_8030,Travis Campbell MD,/bin/oil,/home/root
4082,denise_benson_4082,Denise Benson,/bin/zsh,/home/root
9084,anita_roberts_9084,Anita Roberts,/bin/oil,/home/anita_roberts_9084
935,danielle_brown_935,Danielle Brown,/bin/rc,/home/root
1214,robert_daniels_1214,Robert Daniels,/bin/dash,/home/robert_daniels_1214
2836,dalton_guerrero_2836,Dalton Guerrero,/bin/zsh,/home/dalton_guerrero_2836
7916,renee_meyer_7916,Renee Meyer,/bin/eshell,/home/renee_meyer_7916
5635,james_snow_5635,James Snow,/bin/eshell,/home/james_snow_5635
2215,luke_haynes_2215,Luke Haynes,/bin/ion,/home/luke_haynes_2215
3215,elizabeth_pratt_3215,Elizabeth Pratt,/bin/csh,/home/elizabeth_pratt_3215
8825,charles_wiggins_8825,Charles Wiggins,/bin/csh,/home/charles_wiggins_8825
394,johnny_villanueva_394,Johnny Villanueva,/bin/oh,/home/johnny_villanueva_394
5935,kenneth_baker_5935,Kenneth Baker,/bin/csh,/home/kenneth_baker_5935
4111,linda_espinoza_4111,Linda Espinoza,/bin/rc,/home/linda_espinoza_4111
2834,lisa_smith_2834,Lisa Smith,/bin/tcsh,/home/lisa_smith_2834
3775,beth_montgomery_3775,Beth Montgomery,/bin/xonsh,/home/beth_montgomery_3775
7561,austin_meadows_7561,Austin Meadows,/bin/csh,/home/austin_meadows_7561
4057,christopher_gilbert_4057,Christopher Gilbert,/bin/oh,/home/root
5043,brian_long_5043,Brian Long,/bin/eshell,/home/root
1965,sonya_duncan_1965,Sonya Duncan,/bin/zsh,/home/sonya_duncan_1965
6557,angela_thompson_6557,Angela Thompson,/bin/fish,/home/angela_thompson_6557
9488,jill_schneider_9488,Jill Schneider,/bin/fish,/home/root
2974,jessica_whitaker_2974,Jessica Whitaker,/bin/oil,/home/jessica_whitaker_2974
1995,arthur_farmer_1995,Arthur Farmer,/bin/oh,/home/arthur_farmer_1995
1289,jacqueline_stewart_1289,Jacqueline Stewart,/bin/scsh,/home/jacqueline_stewart_1289
6003,william_kane_6003,William Kane,/bin/ksh,/home/william_kane_6003
9915,carrie_lee_9915,Carrie Lee,/bin/dash,/home/root
1718,chase_carr_1718,Chase Carr,/bin/xonsh,/home/chase_carr_1718
8227,michael_guerra_8227,Michael Guerra,/bin/rc,/home/root
4999,cynthia_stokes_4999,Cynthia Stokes,/bin/oh,/home/cynthia_stokes_4999
8388,matthew_miller_8388,Matthew Miller,/bin/ksh,/home/root
4968,katelyn_yang_4968,Katelyn Yang,/bin/bash,/home/katelyn_yang_4968
8274,william_fox_8274,William Fox,/bin/oh,/home/william_fox_8274
1702,daniel_delacruz_1702,Daniel Delacruz,/bin/ksh,/home/daniel_delacruz_1702
9052,melissa_griffin_9052,Melissa Griffin,/bin/csh,/home/melissa_griffin_9052
6369,michael_fletcher_6369,Michael Fletcher,/bin/bash,/home/root
8376,margaret_fisher_8376,Margaret Fisher,/bin/xonsh,/home/margaret_fisher_8376
3578,lindsey_black_3578,Lindsey Black,/bin/tcsh,/home/lindsey_black_3578
9777,deanna_robertson_9777,Deanna Robertson,/bin/ksh,/home/deanna_robertson_9777
2492,mrs._beth_warren_2492,Mrs. Beth Warren,/bin/csh,/home/mrs._beth_warren_2492
6486,brittany_brown_6486,Brittany Brown,/bin/zsh,/home/brittany_brown_6486
4420,stephanie_cooper_4420,Stephanie Cooper,/bin/elvish,/home/stephanie_cooper_4420
5700,shane_nolan_5700,Shane Nolan,/bin/zsh,/home/shane_nolan_5700
8895,timothy_carroll_8895,Timothy Carroll,/bin/bash,/home/root
1470,kayla_olsen_1470,Kayla Olsen,/bin/tcsh,/home/kayla_olsen_1470
6955,steven_douglas_6955,Steven Douglas,/bin/tcsh,/home/steven_douglas_6955
9835,jorge_jacobson_9835,Jorge Jacobson,/bin/scsh,/home/jorge_jacobson_9835
6708,james_ramos_6708,James Ramos,/bin/eshell,/home/james_ramos_6708
439,john_christensen_439,John Christensen,/bin/bash,/home/john_christensen_439
4740,kimberly_collier_4740,Kimberly Collier,/bin/csh,/home/kimberly_collier_4740
8783,darius_moreno_8783,Darius Moreno,/bin/dash,/home/darius_moreno_8783
7527,melissa_hawkins_7527,Melissa Hawkins,/bin/ksh,/home/melissa_hawkins_7527
9734,angela_harris_9734,Angela Harris,/bin/oil,/home/angela_harris_9734
5652,joseph_wilcox_5652,Joseph Wilcox,/bin/scsh,/home/joseph_wilcox_5652
1764,sandra_aguirre_1764,Sandra Aguirre,/bin/zsh,/home/sandra_aguirre_1764
4207,wendy_simpson_4207,Wendy Simpson,/bin/ksh,/home/wendy_simpson_4207
5610,jordan_jordan_5610,Jordan Jordan,/bin/oh,/home/jordan_jordan_5610
250,cheryl_walker_250,Cheryl Walker,/bin/eshell,/home/cheryl_walker_250
1345,jesse_rogers_1345,Jesse Rogers,/bin/eshell,/home/jesse_rogers_1345
9938,joseph_marsh_9938,Joseph Marsh,/bin/ksh,/home/joseph_marsh_9938
7310,roy_werner_7310,Roy Werner,/bin/sh,/home/roy_werner_7310
6055,susan_woods_6055,Susan Woods,/bin/rc,/home/susan_woods_6055
9837,dr._christina_long_9837,Dr. Christina Long,/bin/oh,/home/dr._christina_long_9837
1796,edward_sweeney_1796,Edward Sweeney,/bin/ksh,/home/edward_sweeney_1796
2456,mr._anthony_shah_dds_2456,Mr. Anthony Shah DDS,/bin/tcsh,/home/mr._anthony_shah_dds_2456
783,anthony_stone_783,Anthony Stone,/bin/rc,/home/anthony_stone_783
4681,victor_davis_4681,Victor Davis,/bin/csh,/home/victor_davis_4681
9559,brianna_hernandez_9559,Brianna Hernandez,/bin/ksh,/home/root
8582,melissa_medina_8582,Melissa Medina,/bin/elvish,/home/melissa_medina_8582
1050,chelsey_bell_1050,Chelsey Bell,/bin/sh,/home/chelsey_bell_1050
2279,katelyn_west_2279,Katelyn West,/bin/elvish,/home/katelyn_west_2279
2867,amy_parker_2867,Amy Parker,/bin/bash,/home/amy_parker_2867
8452,wanda_morris_8452,Wanda Morris,/bin/oh,/home/wanda_morris_8452
852,michelle_singh_852,Michelle Singh,/bin/ion,/home/michelle_singh_852
8062,darin_smith_8062,Darin Smith,/bin/csh,/home/root
4469,kenneth_moore_4469,Kenneth Moore,/bin/oil,/home/root
6554,victor_lester_6554,Victor Lester,/bin/eshell,/home/root
7071,gary_ruiz_7071,Gary Ruiz,/bin/tcsh,/home/gary_ruiz_7071
7494,diana_reed_7494,Diana Reed,/bin/xonsh,/home/diana_reed_7494
1194,andrew_silva_1194,Andrew Silva,/bin/elvish,/home/andrew_silva_1194
5245,steven_smith_5245,Steven Smith,/bin/eshell,/home/steven_smith_5245
1098,tabitha_frazier_1098,Tabitha Frazier,/bin/tcsh,/home/tabitha_frazier_1098
6108,ian_campbell_6108,Ian Campbell,/bin/elvish,/home/ian_campbell_6108
4022,mr._jason_taylor_4022,Mr. Jason Taylor,/bin/elvish,/home/mr._jason_taylor_4022
5295,julie_torres_5295,Julie Torres,/bin/elvish,/home/julie_torres_5295
431,tonya_richard_431,Tonya Richard,/bin/csh,/home/tonya_richard_431
3941,michael_marshall_3941,Michael Marshall,/bin/scsh,/home/michael_marshall_3941
4289,jose_palmer_4289,Jose Palmer,/bin/dash,/home/jose_palmer_4289
1289,jack_santiago_1289,Jack Santiago,/bin/zsh,/home/jack_santiago_1289
7915,christopher_johnson_7915,Christopher Johnson,/bin/eshell,/home/root
7728,aaron_ryan_7728,Aaron Ryan,/bin/elvish,/home/aaron_ryan_7728
3929,jason_lewis_3929,Jason Lewis,/bin/oil,/home/root
5601,nicole_diaz_5601,Nicole Diaz,/bin/csh,/home/root
8672,connie_bauer_8672,Connie Bauer,/bin/scsh,/home/connie_bauer_8672
4121,jennifer_acevedo_4121,Jennifer Acevedo,/bin/oil,/home/jennifer_acevedo_4121
457,taylor_lopez_457,Taylor Lopez,/bin/eshell,/home/root
8818,deborah_smith_8818,Deborah Smith,/bin/ksh,/home/deborah_smith_8818
7315,spencer_mayer_7315,Spencer Mayer,/bin/scsh,/home/spencer_mayer_7315
7414,theresa_english_7414,Theresa English,/bin/rc,/home/theresa_english_7414
4479,tiffany_fowler_4479,Tiffany Fowler,/bin/dash,/home/tiffany_fowler_4479
6810,melissa_king_6810,Melissa King,/bin/oil,/home/melissa_king_6810
6284,alex_richmond_6284,Alex Richmond,/bin/scsh,/home/alex_richmond_6284
8524,christopher_patel_8524,Christopher Patel,/bin/xonsh,/home/christopher_patel_8524
753,jessica_johnson_753,Jessica Johnson,/bin/ksh,/home/jessica_johnson_753
7968,melinda_butler_7968,Melinda Butler,/bin/csh,/home/melinda_butler_7968
8512,laura_erickson_8512,Laura Erickson,/bin/fish,/home/laura_erickson_8512
9928,pamela_horn_9928,Pamela Horn,/bin/elvish,/home/pamela_horn_9928
2523,pamela_ward_2523,Pamela Ward,/bin/xonsh,/home/pamela_ward_2523
3601,sherri_robinson_3601,Sherri Robinson,/bin/elvish,/home/sherri_robinson_3601
4192,omar_cooper_4192,Omar Cooper,/bin/oh,/home/omar_cooper_4192
2219,mackenzie_smith_2219,Mackenzie Smith,/bin/oh,/home/root
6945,jeremy_schmitt_6945,Jeremy Schmitt,/bin/csh,/home/jeremy_schmitt_6945
6095,catherine_nelson_6095,Catherine Nelson,/bin/oil,/home/catherine_nelson_6095
2097,henry_thompson_2097,Henry Thompson,/bin/eshell,/home/root
5005,pamela_roberts_5005,Pamela Roberts,/bin/eshell,/home/pamela_roberts_5005
5474,jessica_parks_5474,Jessica Parks,/bin/ion,/home/root
9594,glenn_cunningham_9594,Glenn Cunningham,/bin/oil,/home/glenn_cunningham_9594
1485,heather_hall_1485,Heather Hall,/bin/xonsh,/home/heather_hall_1485
8065,patricia_swanson_8065,Patricia Swanson,/bin/ksh,/home/patricia_swanson_8065
7569,brianna_pierce_7569,Brianna Pierce,/bin/bash,/home/brianna_pierce_7569
8148,jose_gallegos_8148,Jose Gallegos,/bin/fish,/home/root
1558,nicholas_porter_1558,Nicholas Porter,/bin/zsh,/home/nicholas_porter_1558
2315,jeanette_thompson_2315,Jeanette Thompson,/bin/zsh,/home/root
7646,kelly_carter_7646,Kelly Carter,/bin/rc,/home/kelly_carter_7646
6107,amanda_wright_6107,Amanda Wright,/bin/tcsh,/home/amanda_wright_6107
1859,jennifer_walter_1859,Jennifer Walter,/bin/ksh,/home/jennifer_walter_1859
3346,willie_huffman_3346,Willie Huffman,/bin/fish,/home/willie_huffman_3346
2135,karen_bishop_2135,Karen Bishop,/bin/scsh,/home/karen_bishop_2135
9191,anna_flynn_9191,Anna Flynn,/bin/dash,/home/anna_flynn_9191
8956,glenda_miles_8956,Glenda Miles,/bin/ion,/home/root
2956,james_chavez_2956,James Chavez,/bin/oil,/home/james_chavez_2956
9134,kevin_mendoza_9134,Kevin Mendoza,/bin/sh,/home/kevin_mendoza_9134
6674,perry_vincent_6674,Perry Vincent,/bin/tcsh,/home/perry_vincent_6674
9827,scott_cook_9827,Scott Cook,/bin/ksh,/home/scott_cook_9827
1238,gabriela_brandt_1238,Gabriela Brandt,/bin/oh,/home/gabriela_brandt_1238
2739,anita_hicks_2739,Anita Hicks,/bin/ksh,/home/anita_hicks_2739
5415,veronica_fitzpatrick_5415,Veronica Fitzpatrick,/bin/dash,/home/root
7377,robert_park_7377,Robert Park,/bin/xonsh,/home/robert_park_7377
1655,joshua_may_1655,Joshua May,/bin/sh,/home/joshua_may_1655
3493,amanda_jennings_3493,Amanda Jennings,/bin/csh,/home/root
8537,kelly_huffman_8537,Kelly Huffman,/bin/elvish,/home/kelly_huffman_8537
6050,jordan_welch_6050,Jordan Welch,/bin/zsh,/home/root
210,katrina_williams_210,Katrina Williams,/bin/zsh,/home/root
8620,alan_kent_8620,Alan Kent,/bin/scsh,/home/alan_kent_8620
3368,zachary_green_3368,Zachary Green,/bin/ksh,/home/zachary_green_3368
315,kimberly_daugherty_315,Kimberly Daugherty,/bin/ion,/home/kimberly_daugherty_315
676,christina_burton_676,Christina Burton,/bin/elvish,/home/christina_burton_676
2948,stephanie_hill_2948,Stephanie Hill,/bin/eshell,/home/stephanie_hill_2948
3735,kelli_walker_3735,Kelli Walker,/bin/tcsh,/home/kelli_walker_3735
9314,jessica_barajas_9314,Jessica Barajas,/bin/sh,/home/root
8201,lisa_rose_8201,Lisa Rose,/bin/fish,/home/lisa_rose_8201
1017,makayla_williams_1017,Makayla Williams,/bin/zsh,/home/makayla_williams_1017
6658,michael_beck_6658,Michael Beck,/bin/eshell,/home/michael_beck_6658
7898,jennifer_hinton_7898,Jennifer Hinton,/bin/bash,/home/root
8995,hannah_taylor_8995,Hannah Taylor,/bin/csh,/home/root
4465,william_carter_4465,William Carter,/bin/rc,/home/william_carter_4465
552,danny_holmes_552,Danny Holmes,/bin/rc,/home/danny_holmes_552
7924,jessica_shah_7924,Jessica Shah,/bin/dash,/home/jessica_shah_7924
1149,stacy_sanchez_1149,Stacy Sanchez,/bin/oh,/home/stacy_sanchez_1149
2099,dawn_thomas_2099,Dawn Thomas,/bin/sh,/home/dawn_thomas_2099
2538,samantha_garcia_2538,Samantha Garcia,/bin/eshell,/home/samantha_garcia_2538
5872,caitlin_chavez_5872,Caitlin Chavez,/bin/dash,/home/root
1949,rachel_moss_1949,Rachel Moss,/bin/fish,/home/rachel_moss_1949
2143,ryan_fisher_2143,Ryan Fisher,/bin/csh,/home/root
4897,karen_bautista_4897,Karen Bautista,/bin/tcsh,/home/karen_bautista_4897
9414,leah_allen_9414,Leah Allen,/bin/scsh,/home/leah_allen_9414
8359,lindsey_edwards_8359,Lindsey Edwards,/bin/scsh,/home/lindsey_edwards_8359
7363,stuart_lam_7363,Stuart Lam,/bin/oil,/home/stuart_lam_7363
3569,joseph_sanchez_3569,Joseph Sanchez,/bin/scsh,/home/joseph_sanchez_3569
6956,melanie_goodman_6956,Melanie Goodman,/bin/scsh,/home/melanie_goodman_6956
6922,ryan_frazier_6922,Ryan Frazier,/bin/rc,/home/ryan_frazier_6922
9577,cynthia_navarro_9577,Cynthia Navarro,/bin/elvish,/home/cynthia_navarro_9577
6552,richard_mcdowell_6552,Richard Mcdowell,/bin/xonsh,/home/richard_mcdowell_6552
7782,janice_thomas_7782,Janice Thomas,/bin/tcsh,/home/janice_thomas_7782
106,taylor_faulkner_106,Taylor Faulkner,/bin/eshell,/home/taylor_faulkner_106
5729,andrea_bradley_5729,Andrea Bradley,/bin/bash,/home/andrea_bradley_5729
2498,joseph_patel_2498,Joseph Patel,/bin/oh,/home/joseph_patel_2498
8294,ryan_steele_8294,Ryan Steele,/bin/eshell,/home/ryan_steele_8294
4842,michael_cortez_4842,Michael Cortez,/bin/oh,/home/root
9165,stephanie_little_9165,Stephanie Little,/bin/ion,/home/stephanie_little_9165
4319,brandon_brewer_4319,Brandon Brewer,/bin/bash,/home/brandon_brewer_4319
3566,benjamin_bowen_3566,Benjamin Bowen,/bin/elvish,/home/benjamin_bowen_3566
3609,roy_robles_3609,Roy Robles,/bin/scsh,/home/root
8335,kristin_howell_8335,Kristin Howell,/bin/zsh,/home/root
8845,jesse_brown_8845,Jesse Brown,/bin/fish,/home/root
8191,sandra_smith_8191,Sandra Smith,/bin/bash,/home/sandra_smith_8191
2709,melissa_harris_2709,Melissa Harris,/bin/xonsh,/home/melissa_harris_2709
6841,phillip_rangel_6841,Phillip Rangel,/bin/rc,/home/phillip_rangel_6841
5092,richard_bowman_5092,Richard Bowman,/bin/eshell,/home/richard_bowman_5092
5296,laura_washington_5296,Laura Washington,/bin/elvish,/home/laura_washington_5296
4444,jennifer_miller_4444,Jennifer Miller,/bin/oil,/home/jennifer_miller_4444
8271,frank_bradley_8271,Frank Bradley,/bin/scsh,/home/frank_bradley_8271
762,tiffany_chambers_762,Tiffany Chambers,/bin/oil,/home/tiffany_chambers_762
3702,thomas_brown_3702,Thomas Brown,/bin/ion,/home/thomas_brown_3702
782,david_shelton_782,David Shelton,/bin/tcsh,/home/root
9266,timothy_long_9266,Timothy Long,/bin/oh,/home/root
6786,jose_castillo_6786,Jose Castillo,/bin/tcsh,/home/jose_castillo_6786
1007,erin_stewart_1007,Erin Stewart,/bin/tcsh,/home/erin_stewart_1007
2768,zachary_bowen_2768,Zachary Bowen,/bin/ksh,/home/zachary_bowen_2768
9271,melissa_crane_9271,Melissa Crane,/bin/elvish,/home/melissa_crane_9271
2830,brittany_reeves_2830,Brittany Reeves,/bin/eshell,/home/brittany_reeves_2830
8014,kathryn_brown_8014,Kathryn Brown,/bin/xonsh,/home/kathryn_brown_8014
8389,bruce_clark_8389,Bruce Clark,/bin/dash,/home/bruce_clark_8389
2130,donald_santiago_2130,Donald Santiago,/bin/eshell,/home/root
7503,janice_gregory_7503,Janice Gregory,/bin/dash,/home/janice_gregory_7503
129,kelly_kennedy_129,Kelly Kennedy,/bin/tcsh,/home/kelly_kennedy_129
1054,larry_taylor_1054,Larry Taylor,/bin/sh,/home/larry_taylor_1054
8254,stephen_drake_8254,Stephen Drake,/bin/ion,/home/stephen_drake_8254
7519,richard_brown_7519,Richard Brown,/bin/rc,/home/richard_brown_7519
786,kimberly_smith_786,Kimberly Smith,/bin/oil,/home/kimberly_smith_786
78,elizabeth_bernard_78,Elizabeth Bernard,/bin/tcsh,/home/root
6370,jeffery_knox_6370,Jeffery Knox,/bin/ksh,/home/root
6422,william_brock_6422,William Brock,/bin/ion,/home/william_brock_6422
1660,edward_wade_1660,Edward Wade,/bin/zsh,/home/root
9596,marie_hill_9596,Marie Hill,/bin/dash,/home/marie_hill_9596
4685,susan_olsen_4685,Susan Olsen,/bin/ion,/home/susan_olsen_4685
752,krista_middleton_752,Krista Middleton,/bin/sh,/home/krista_middleton_752
4457,ashley_kim_4457,Ashley Kim,/bin/rc,/home/ashley_kim_4457
6184,briana_jones_6184,Briana Jones,/bin/bash,/home/briana_jones_6184
6429,matthew_johnson_6429,Matthew Johnson,/bin/oh,/home/matthew_johnson_6429
4975,benjamin_sherman_4975,Benjamin Sherman,/bin/scsh,/home/root
8801,marcus_wagner_8801,Marcus Wagner,/bin/elvish,/home/root
3808,megan_smith_3808,Megan Smith,/bin/fish,/home/megan_smith_3808
6667,angela_strickland_6667,Angela Strickland,/bin/elvish,/home/root
3184,nicholas_mann_3184,Nicholas Mann,/bin/oil,/home/root
5056,kimberly_montoya_5056,Kimberly Montoya,/bin/fish,/home/kimberly_montoya_5056
6442,christine_brown_6442,Christine Brown,/bin/elvish,/home/christine_brown_6442
7287,brooke_peterson_7287,Brooke Peterson,/bin/elvish,/home/brooke_peterson_7287
6023,barry_perez_6023,Barry Perez,/bin/zsh,/home/barry_perez_6023
7528,sydney_hahn_7528,Sydney Hahn,/bin/tcsh,/home/sydney_hahn_7528
9608,deborah_austin_9608,Deborah Austin,/bin/tcsh,/home/root
1908,julie_sosa_1908,Julie Sosa,/bin/oil,/home/julie_sosa_1908
8579,robert_hensley_8579,Robert Hensley,/bin/eshell,/home/robert_hensley_8579
642,joseph_lang_642,Joseph Lang,/bin/xonsh,/home/joseph_lang_642
4875,kevin_graham_4875,Kevin Graham,/bin/zsh,/home/root
8065,maurice_brewer_8065,Maurice Brewer,/bin/fish,/home/root
7928,david_horn_dvm_7928,David Horn DVM,/bin/tcsh,/home/david_horn_dvm_7928
2358,shelly_flores_2358,Shelly Flores,/bin/ion,/home/shelly_flores_2358
6359,robert_wells_6359,Robert Wells,/bin/scsh,/home/robert_wells_6359
8710,john_gibson_8710,John Gibson,/bin/fish,/home/john_gibson_8710
5084,stacey_douglas_5084,Stacey Douglas,/bin/sh,/home/stacey_douglas_5084
3240,david_terrell_3240,David Terrell,/bin/rc,/home/david_terrell_3240
8021,jacob_patrick_8021,Jacob Patrick,/bin/eshell,/home/jacob_patrick_8021
6475,amber_bailey_6475,Amber Bailey,/bin/ion,/home/amber_bailey_6475
2954,margaret_spencer_2954,Margaret Spencer,/bin/sh,/home/root
3922,timothy_mullins_3922,Timothy Mullins,/bin/fish,/home/timothy_mullins_3922
8341,aaron_orr_8341,Aaron Orr,/bin/oil,/home/aaron_orr_8341
8364,eric_aguilar_8364,Eric Aguilar,/bin/sh,/home/root
5817,tyrone_villegas_5817,Tyrone Villegas,/bin/scsh,/home/tyrone_villegas_5817
4394,regina_jones_4394,Regina Jones,/bin/xonsh,/home/regina_jones_4394
4063,anthony_golden_4063,Anthony Golden,/bin/csh,/home/root
9797,douglas_nielsen_9797,Douglas Nielsen,/bin/xonsh,/home/douglas_nielsen_9797
1436,william_marks_1436,William Marks,/bin/sh,/home/william_marks_1436
3902,michael_watson_3902,Michael Watson,/bin/csh,/home/michael_watson_3902
8146,jennifer_king_8146,Jennifer King,/bin/sh,/home/jennifer_king_8146
4633,keith_berger_4633,Keith Berger,/bin/ion,/home/keith_berger_4633
2132,adrian_patel_2132,Adrian Patel,/bin/tcsh,/home/adrian_patel_2132
8375,tina_torres_8375,Tina Torres,/bin/ksh,/home/tina_torres_8375
9615,nancy_bennett_9615,Nancy Bennett,/bin/tcsh,/home/nancy_bennett_9615
9685,megan_austin_9685,Megan Austin,/bin/tcsh,/home/megan_austin_9685
268,amber_durham_268,Amber Durham,/bin/elvish,/home/amber_durham_268
3593,veronica_bishop_3593,Veronica Bishop,/bin/sh,/home/veronica_bishop_3593
1669,andrew_hoffman_1669,Andrew Hoffman,/bin/csh,/home/andrew_hoffman_1669
7226,amber_morales_7226,Amber Morales,/bin/fish,/home/amber_morales_7226
5157,emily_walsh_5157,Emily Walsh,/bin/scsh,/home/emily_walsh_5157
1594,danielle_lee_1594,Danielle Lee,/bin/fish,/home/root
1715,erica_williamson_1715,Erica Williamson,/bin/ksh,/home/erica_williamson_1715
4505,james_butler_4505,James Butler,/bin/zsh,/home/james_butler_4505
8962,rachel_smith_8962,Rachel Smith,/bin/dash,/home/rachel_smith_8962
1692,justin_johnson_1692,Justin Johnson,/bin/ion,/home/justin_johnson_1692
4987,colin_todd_4987,Colin Todd,/bin/oil,/home/colin_todd_4987
6969,daniel_washington_6969,Daniel Washington,/bin/zsh,/home/root
8807,heather_johnson_8807,Heather Johnson,/bin/elvish,/home/heather_johnson_8807
6498,susan_hughes_6498,Susan Hughes,/bin/rc,/home/susan_hughes_6498
1904,cassandra_lee_1904,Cassandra Lee,/bin/zsh,/home/cassandra_lee_1904
8184,stephanie_garcia_8184,Stephanie Garcia,/bin/csh,/home/stephanie_garcia_8184
8055,cody_brown_8055,Cody Brown,/bin/rc,/home/root
2566,william_taylor_2566,William Taylor,/bin/ksh,/home/william_taylor_2566
3433,thomas_travis_3433,Thomas Travis,/bin/eshell,/home/thomas_travis_3433
5599,emma_peck_5599,Emma Peck,/bin/xonsh,/home/emma_peck_5599
1621,rebecca_johnson_1621,Rebecca Johnson,/bin/oh,/home/rebecca_johnson_1621
3718,rhonda_owens_3718,Rhonda Owens,/bin/fish,/home/rhonda_owens_3718
5005,katherine_mcguire_5005,Katherine Mcguire,/bin/ksh,/home/katherine_mcguire_5005
704,matthew_gonzalez_704,Matthew Gonzalez,/bin/dash,/home/root
4311,kenneth_campbell_4311,Kenneth Campbell,/bin/tcsh,/home/kenneth_campbell_4311
8496,angela_ross_8496,Angela Ross,/bin/fish,/home/angela_ross_8496
9655,april_macdonald_9655,April Macdonald,/bin/tcsh,/home/april_macdonald_9655
8636,ashley_kramer_8636,Ashley Kramer,/bin/ksh,/home/ashley_kramer_8636
5272,jacqueline_noble_5272,Jacqueline Noble,/bin/elvish,/home/jacqueline_noble_5272
6511,emily_gray_6511,Emily Gray,/bin/elvish,/home/emily_gray_6511
